,X,Y,S_02_ID_x,DNAME_2002,D_02_ID_x,C_02_ID_x,SNAME_2002_x,CNAME_2002_x,2002_CENSU,PROJ_POP_J,Urban,Cvrg2008,FID_1,FID_1_1,SN,DISTRICT,VILLAGE,SOURCE_NAM,FUND_AGENC,YEAR_CONST,SOURCE_TYP,OWNER_TYPE,STATUS,DEPTH,SWL,YIELD,RECEIVED_N,RECEIVED_E,WSSC__EXIS,WSSC_TRAIN,CONTRACTOR,Y_UTM200,DNAME_2010,DNAME_2006,CNAME_2006,SNAME_2006,PNAME_2006,FID_2,D_02_ID_y,PNAME_2002,P_02_ID,YPE,LABEL_P,DTW,DEPTH_clean,uid
7626,32.775,3.411003089,305206,4,305,3052,58,13,11869,15024,0,95,899,900,1360,3,222,233,31,116,0,4,7,85.5,20.08,1.09,476748,377184,6,16,18,577184,14,4,12,53,130,428,305,124,30520603,3,124,3.5,85.5,7626
7627,32.825,3.411003089,305206,4,305,3052,58,13,11869,15024,0,95,899,900,1360,3,222,233,31,116,0,4,7,85.5,20.08,1.09,476748,377184,6,16,18,577184,14,4,12,53,130,428,305,124,30520603,3,124,16,85.5,7627
45,33.025,3.161003089,305106,4,305,3051,28,5,13027,16490,0,76,1506,1507,574,2,90,77,8,115,0,4,7,85,23.57,0.7,3.1586,33.0366,6,16,20,549124,4,4,6,25,162,586,305,154,30510603,3,154,16,85,45
46,33.075,3.161003089,305106,4,305,3051,28,5,13027,16490,0,76,1506,1507,574,2,90,77,8,115,0,4,7,85,23.57,0.7,3.1586,33.0366,6,16,20,549124,4,4,6,25,162,586,305,154,30510603,3,154,16,85,46
47,33.025,3.111003089,312101,9,312,3121,1,1,19520,26022,0,70,1506,1507,574,2,90,77,8,115,0,4,7,85,23.57,0.7,3.1586,33.0366,6,16,20,549124,4,4,6,25,162,586,305,154,30510603,3,154,16,85,47
4693,33.475,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,1035,1036,1176,2,37,27,58,115,0,4,7,84.7,56.95,0.5,553885,371758,6,10,3,571758,4,4,6,48,118,473,305,112,30511005,3,112,3.5,84.7,4693
4694,33.475,3.361003089,305110,4,305,3051,52,5,22469,28443,0,81,1035,1036,1176,2,37,27,58,115,0,4,7,84.7,56.95,0.5,553885,371758,6,10,3,571758,4,4,6,48,118,473,305,112,30511005,3,112,3.5,84.7,4694
4695,33.525,3.361003089,305110,4,305,3051,52,5,22469,28443,0,81,1035,1036,1176,2,37,27,58,115,0,4,7,84.7,56.95,0.5,553885,371758,6,10,3,571758,4,4,6,48,118,473,305,112,30511005,3,112,16,84.7,4695
11110,33.275,3.411003089,305108,4,305,3051,43,5,14103,17852,0,77,964,965,972,2,515,250,58,115,0,4,7,84.7,44.52,0.5,530032,373327,6,10,3,573327,4,4,6,40,185,452,305,176,30510802,3,176,16,84.7,11110
11111,33.225,3.361003089,305108,4,305,3051,43,5,14103,17852,0,77,964,965,972,2,515,250,58,115,0,4,7,84.7,44.52,0.5,530032,373327,6,10,3,573327,4,4,6,40,185,452,305,176,30510802,3,176,16,84.7,11111
11112,33.275,3.361003089,305108,4,305,3051,43,5,14103,17852,0,77,964,965,972,2,515,250,58,115,0,4,7,84.7,44.52,0.5,530032,373327,6,10,3,573327,4,4,6,40,185,452,305,176,30510802,3,176,16,84.7,11112
4684,33.425,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,884,885,1162,2,573,531,59,114,0,4,7,82.46,32.84,1,551665,376900,6,10,3,576900,4,4,6,48,117,423,305,111,30511004,3,111,3.5,82.46,4684
4685,33.475,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,884,885,1162,2,573,531,59,114,0,4,7,82.46,32.84,1,551665,376900,6,10,3,576900,4,4,6,48,117,423,305,111,30511004,3,111,3.5,82.46,4685
10164,32.875,3.711003089,305201,4,305,3052,3,13,16543,20941,0,73,598,599,48,3,1,875,79,113,0,4,7,82.27,23.39,2.5,487141,411159,6,16,19,611159,14,4,12,3,241,298,305,232,30520105,3,232,3.5,82.27,10164
10165,32.925,3.711003089,305201,4,305,3052,3,13,16543,20941,0,73,598,599,48,3,1,875,79,113,0,4,7,82.27,23.39,2.5,487141,411159,6,16,19,611159,14,4,12,3,241,298,305,232,30520105,3,232,3.5,82.27,10165
10166,32.875,3.761003089,305201,4,305,3052,3,13,16543,20941,0,73,598,599,48,3,1,875,79,113,0,4,7,82.27,23.39,2.5,487141,411159,6,16,19,611159,14,4,12,3,241,298,305,232,30520105,3,232,3.5,82.27,10166
2716,32.825,3.161003089,312105,9,312,3121,29,1,9561,12746,0,52,4195,3446,203,2,914,987,31,115,0,4,7,82.24,,2.448,484250,352469,6,16,18,552469,4,4,6,23,77,5218,305,72,30510401,3,72,3.5,82.24,2716
2717,32.875,3.161003089,312101,9,312,3121,1,1,19520,26022,0,70,4195,3446,203,2,914,987,31,115,0,4,7,82.24,,2.448,484250,352469,6,16,18,552469,4,4,6,23,77,5218,305,72,30510401,3,72,3.5,82.24,2717
2718,32.825,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,4195,3446,203,2,914,987,31,115,0,4,7,82.24,,2.448,484250,352469,6,16,18,552469,4,4,6,23,77,5218,305,72,30510401,3,72,16,82.24,2718
2719,32.875,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,4195,3446,203,2,914,987,31,115,0,4,7,82.24,,2.448,484250,352469,6,16,18,552469,4,4,6,23,77,5218,305,72,30510401,3,72,16,82.24,2719
11671,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,4216,3467,190,2,72,242,79,113,0,4,7,82.16,25.2,1.7,489027,360371,6,16,19,560371,4,4,6,23,99,5246,305,94,30510403,3,94,3.5,82.16,11671
11672,32.925,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,4216,3467,190,2,72,242,79,113,0,4,7,82.16,25.2,1.7,489027,360371,6,16,19,560371,4,4,6,23,99,5246,305,94,30510403,3,94,16,82.16,11672
4422,33.075,3.611003089,305203,4,305,3052,40,13,10298,13036,0,95,672,673,819,3,214,831,79,113,0,4,7,82.13,25.4,0.6,509930,398750,6,16,19,598750,14,4,12,37,64,339,305,60,30520301,3,60,3.5,82.13,4422
4423,33.125,3.611003089,305203,4,305,3052,40,13,10298,13036,0,95,672,673,819,3,214,831,79,113,0,4,7,82.13,25.4,0.6,509930,398750,6,16,19,598750,14,4,12,37,64,339,305,60,30520301,3,60,16,82.13,4423
4424,33.075,3.561003089,305203,4,305,3052,40,13,10298,13036,0,95,672,673,819,3,214,831,79,113,0,4,7,82.13,25.4,0.6,509930,398750,6,16,19,598750,14,4,12,37,64,339,305,60,30520301,3,60,3.5,82.13,4424
10417,32.775,3.311003089,305103,4,305,3051,25,5,12858,16276,0,95,1074,1075,152,2,766,28,31,112,0,1,7,82.11,,0.8,478256,367831,1,1,0,567831,4,4,6,22,196,493,305,187,30510303,3,187,3.5,82.11,10417
10418,32.825,3.311003089,305103,4,305,3051,25,5,12858,16276,0,95,1074,1075,152,2,766,28,31,112,0,1,7,82.11,,0.8,478256,367831,1,1,0,567831,4,4,6,22,196,493,305,187,30510303,3,187,3.5,82.11,10418
10419,32.775,3.361003089,305103,4,305,3051,25,5,12858,16276,0,95,1074,1075,152,2,766,28,31,112,0,1,7,82.11,,0.8,478256,367831,1,1,0,567831,4,4,6,22,196,493,305,187,30510303,3,187,3.5,82.11,10419
10420,32.825,3.361003089,305103,4,305,3051,25,5,12858,16276,0,95,1074,1075,152,2,766,28,31,112,0,1,7,82.11,,0.8,478256,367831,1,1,0,567831,4,4,6,22,196,493,305,187,30510303,3,187,3.5,82.11,10420
31,33.125,3.211003089,305106,4,305,3051,28,5,13027,16490,0,76,1541,1542,575,2,424,97,8,115,0,4,7,82,33.9,0.7,510933,351724,6,10,20,551724,4,4,6,25,82,601,305,77,30510601,3,77,3.5,82,31
32,33.075,3.161003089,305106,4,305,3051,28,5,13027,16490,0,76,1541,1542,575,2,424,97,8,115,0,4,7,82,33.9,0.7,510933,351724,6,10,20,551724,4,4,6,25,82,601,305,77,30510601,3,77,16,82,32
33,33.125,3.161003089,305106,4,305,3051,28,5,13027,16490,0,76,1541,1542,575,2,424,97,8,115,0,4,7,82,33.9,0.7,510933,351724,6,10,20,551724,4,4,6,25,82,601,305,77,30510601,3,77,3.5,82,33
34,33.075,3.211003089,305106,4,305,3051,28,5,13027,16490,0,76,1541,1542,575,2,424,97,8,115,0,4,7,82,33.9,0.7,510933,351724,6,10,20,551724,4,4,6,25,82,601,305,77,30510601,3,77,16,82,34
195,33.125,3.261003089,305106,4,305,3051,28,5,13027,16490,0,76,1275,1276,1016,2,415,896,8,115,0,4,7,82,23,1.05,516968,360485,5,9,20,560485,4,4,6,45,15,538,305,13,30510901,3,13,3.5,82,195
196,33.175,3.261003089,305109,4,305,3051,49,5,16570,20975,0,79,1275,1276,1016,2,415,896,8,115,0,4,7,82,23,1.05,516968,360485,5,9,20,560485,4,4,6,45,15,538,305,13,30510901,3,13,16,82,196
10830,32.875,3.311003089,305101,4,305,3051,21,5,0,0,1,0,1358,1359,453,2,251,328,1,0,0,1,7,81.3,9,0.4,0,0,6,10,0,564146,4,4,6,18,55,554,305,52,30510103,3,52,3.5,81.3,10830
10831,32.925,3.311003089,305105,4,305,3051,27,5,8793,11131,0,95,1358,1359,453,2,251,328,1,0,0,1,7,81.3,9,0.4,0,0,6,10,0,564146,4,4,6,18,55,554,305,52,30510103,3,52,3.5,81.3,10831
10832,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1358,1359,453,2,251,328,1,0,0,1,7,81.3,9,0.4,0,0,6,10,0,564146,4,4,6,18,55,554,305,52,30510103,3,52,3.5,81.3,10832
4535,33.375,3.461003089,305110,4,305,3051,52,5,22469,28443,0,81,906,907,957,2,883,882,31,117,0,4,7,81,45.26,2.26,541875,377804,6,16,17,577804,4,4,6,40,68,430,305,64,30510801,3,64,3.5,81,4535
4536,33.425,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,906,907,957,2,883,882,31,117,0,4,7,81,45.26,2.26,541875,377804,6,16,17,577804,4,4,6,40,68,430,305,64,30510801,3,64,3.5,81,4536
4537,33.375,3.411003089,305108,4,305,3051,43,5,14103,17852,0,77,906,907,957,2,883,882,31,117,0,4,7,81,45.26,2.26,541875,377804,6,16,17,577804,4,4,6,40,68,430,305,64,30510801,3,64,3.5,81,4537
4580,33.525,3.461003089,305110,4,305,3051,52,5,22469,28443,0,81,754,755,1112,2,900,905,31,117,0,4,7,81,34,1.4,559259,385958,6,16,7,585958,4,4,6,48,71,364,305,67,30511002,3,67,3.5,81,4580
4581,33.525,3.511003089,305110,4,305,3051,52,5,22469,28443,0,81,754,755,1112,2,900,905,31,117,0,4,7,81,34,1.4,559259,385958,6,16,7,585958,4,4,6,48,71,364,305,67,30511002,3,67,3.5,81,4581
4582,33.575,3.511003089,305110,4,305,3051,52,5,22469,28443,0,81,754,755,1112,2,900,905,31,117,0,4,7,81,34,1.4,559259,385958,6,16,7,585958,4,4,6,48,71,364,305,67,30511002,3,67,3.5,81,4582
4410,33.075,3.611003089,305203,4,305,3052,40,13,10298,13036,0,95,667,668,814,3,214,538,1,111,0,1,7,79.96,15.6,2,509597,398360,6,10,0,598360,14,4,12,37,64,339,305,60,30520301,3,60,3.5,79.96,4410
4411,33.125,3.611003089,305203,4,305,3052,40,13,10298,13036,0,95,667,668,814,3,214,538,1,111,0,1,7,79.96,15.6,2,509597,398360,6,10,0,598360,14,4,12,37,64,339,305,60,30520301,3,60,16,79.96,4411
4412,33.075,3.561003089,305203,4,305,3052,40,13,10298,13036,0,95,667,668,814,3,214,538,1,111,0,1,7,79.96,15.6,2,509597,398360,6,10,0,598360,14,4,12,37,64,339,305,60,30520301,3,60,3.5,79.96,4412
297,33.175,3.211003089,305109,4,305,3051,49,5,16570,20975,0,79,1280,1281,1039,2,635,600,8,117,0,4,7,79,31.85,0.502,522073,359422,6,16,6,559422,4,4,6,45,15,538,305,13,30510901,3,13,3.5,79,297
298,33.225,3.211003089,305109,4,305,3051,49,5,16570,20975,0,79,1280,1281,1039,2,635,600,8,117,0,4,7,79,31.85,0.502,522073,359422,6,16,6,559422,4,4,6,45,15,538,305,13,30510901,3,13,3.5,79,298
299,33.175,3.261003089,305109,4,305,3051,49,5,16570,20975,0,79,1280,1281,1039,2,635,600,8,117,0,4,7,79,31.85,0.502,522073,359422,6,16,6,559422,4,4,6,45,15,538,305,13,30510901,3,13,16,79,299
300,33.225,3.261003089,305109,4,305,3051,49,5,16570,20975,0,79,1280,1281,1039,2,635,600,8,117,0,4,7,79,31.85,0.502,522073,359422,6,16,6,559422,4,4,6,45,15,538,305,13,30510901,3,13,3.5,79,300
4599,33.425,3.311003089,305110,4,305,3051,52,5,22469,28443,0,81,1089,1090,981,2,275,104,31,115,0,4,7,79,38,2.53,542171,367273,6,10,19,567273,4,4,6,40,245,494,305,236,30510804,3,236,16,79,4599
4600,33.375,3.311003089,305108,4,305,3051,43,5,14103,17852,0,77,1089,1090,981,2,275,104,31,115,0,4,7,79,38,2.53,542171,367273,6,10,19,567273,4,4,6,40,245,494,305,236,30510804,3,236,3.5,79,4600
4601,33.375,3.361003089,305108,4,305,3051,43,5,14103,17852,0,77,1089,1090,981,2,275,104,31,115,0,4,7,79,38,2.53,542171,367273,6,10,19,567273,4,4,6,40,245,494,305,236,30510804,3,236,3.5,79,4601
232,32.975,3.211003089,305106,4,305,3051,28,5,13027,16490,0,76,1417,1418,585,2,384,991,48,114,0,4,7,78.75,27.04,1,496325,357752,6,10,2,557752,4,4,6,19,161,569,305,153,30510203,3,153,16,78.75,232
233,32.925,3.211003089,312101,9,312,3121,1,1,19520,26022,0,70,1417,1418,585,2,384,991,48,114,0,4,7,78.75,27.04,1,496325,357752,6,10,2,557752,4,4,6,19,161,569,305,153,30510203,3,153,16,78.75,233
234,32.975,3.261003089,305102,4,305,3051,22,5,11666,14767,0,95,1417,1418,585,2,384,991,48,114,0,4,7,78.75,27.04,1,496325,357752,6,10,2,557752,4,4,6,19,161,569,305,153,30510203,3,153,16,78.75,234
235,32.925,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1417,1418,585,2,384,991,48,114,0,4,7,78.75,27.04,1,496325,357752,6,10,2,557752,4,4,6,19,161,569,305,153,30510203,3,153,16,78.75,235
4666,33.425,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,880,881,1158,2,238,530,59,114,0,4,7,77.9,25.15,0.5,551617,376116,6,10,3,576116,4,4,6,48,117,423,305,111,30511004,3,111,3.5,77.9,4666
4667,33.475,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,880,881,1158,2,238,530,59,114,0,4,7,77.9,25.15,0.5,551617,376116,6,10,3,576116,4,4,6,48,117,423,305,111,30511004,3,111,3.5,77.9,4667
4668,33.475,3.361003089,305110,4,305,3051,52,5,22469,28443,0,81,880,881,1158,2,238,530,59,114,0,4,7,77.9,25.15,0.5,551617,376116,6,10,3,576116,4,4,6,48,117,423,305,111,30511004,3,111,3.5,77.9,4668
4660,33.425,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,878,879,1156,2,223,534,59,114,0,4,7,77.84,24.54,1,552556,376024,6,10,3,576024,4,4,6,48,117,423,305,111,30511004,3,111,3.5,77.84,4660
4661,33.475,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,878,879,1156,2,223,534,59,114,0,4,7,77.84,24.54,1,552556,376024,6,10,3,576024,4,4,6,48,117,423,305,111,30511004,3,111,3.5,77.84,4661
4662,33.475,3.361003089,305110,4,305,3051,52,5,22469,28443,0,81,878,879,1156,2,223,534,59,114,0,4,7,77.84,24.54,1,552556,376024,6,10,3,576024,4,4,6,48,117,423,305,111,30511004,3,111,3.5,77.84,4662
10167,32.875,3.711003089,305201,4,305,3052,3,13,16543,20941,0,73,599,600,49,3,1,878,79,113,0,4,7,77.53,22.39,3.6,486625,411215,6,16,19,611215,14,4,12,3,241,298,305,232,30520105,3,232,3.5,77.53,10167
10168,32.925,3.711003089,305201,4,305,3052,3,13,16543,20941,0,73,599,600,49,3,1,878,79,113,0,4,7,77.53,22.39,3.6,486625,411215,6,16,19,611215,14,4,12,3,241,298,305,232,30520105,3,232,3.5,77.53,10168
10169,32.875,3.761003089,305201,4,305,3052,3,13,16543,20941,0,73,599,600,49,3,1,878,79,113,0,4,7,77.53,22.39,3.6,486625,411215,6,16,19,611215,14,4,12,3,241,298,305,232,30520105,3,232,3.5,77.53,10169
11673,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,4217,3468,191,2,72,243,79,113,3,4,7,77.52,20.24,6.1,488831,360409,6,16,19,560409,4,4,6,23,99,5246,305,94,30510403,3,94,3.5,77.52,11673
11674,32.925,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,4217,3468,191,2,72,243,79,113,3,4,7,77.52,20.24,6.1,488831,360409,6,16,19,560409,4,4,6,23,99,5246,305,94,30510403,3,94,16,77.52,11674
4245,32.925,3.611003089,305209,4,305,3052,66,13,9954,12600,0,83,707,708,1607,3,786,874,79,113,0,4,7,77.5,12.34,0.68,493112,396322,6,16,19,596322,14,4,12,61,39,342,305,36,30520901,3,36,3.5,77.5,4245
4246,32.975,3.611003089,305209,4,305,3052,66,13,9954,12600,0,83,707,708,1607,3,786,874,79,113,0,4,7,77.5,12.34,0.68,493112,396322,6,16,19,596322,14,4,12,61,39,342,305,36,30520901,3,36,3.5,77.5,4246
4247,32.925,3.561003089,305209,4,305,3052,66,13,9954,12600,0,83,707,708,1607,3,786,874,79,113,0,4,7,77.5,12.34,0.68,493112,396322,6,16,19,596322,14,4,12,61,39,342,305,36,30520901,3,36,3.5,77.5,4247
4248,32.975,3.561003089,305209,4,305,3052,66,13,9954,12600,0,83,707,708,1607,3,786,874,79,113,0,4,7,77.5,12.34,0.68,493112,396322,6,16,19,596322,14,4,12,61,39,342,305,36,30520901,3,36,3.5,77.5,4248
4361,32.875,3.661003089,305209,4,305,3052,66,13,9954,12600,0,83,603,604,55,3,1,771,79,114,0,4,7,77.49,27.4,0.5,488015,409786,5,16,19,609786,14,4,12,3,241,298,305,232,30520105,3,232,3.5,77.49,4361
4362,32.875,3.711003089,305201,4,305,3052,3,13,16543,20941,0,73,603,604,55,3,1,771,79,114,0,4,7,77.49,27.4,0.5,488015,409786,5,16,19,609786,14,4,12,3,241,298,305,232,30520105,3,232,3.5,77.49,4362
4363,32.925,3.711003089,305201,4,305,3052,3,13,16543,20941,0,73,603,604,55,3,1,771,79,114,0,4,7,77.49,27.4,0.5,488015,409786,5,16,19,609786,14,4,12,3,241,298,305,232,30520105,3,232,3.5,77.49,4363
10437,32.775,3.311003089,305103,4,305,3051,25,5,12858,16276,0,95,1063,1064,116,2,545,508,79,113,0,4,7,77.48,22.68,6.12,478033,368008,6,16,0,568008,4,4,6,22,196,493,305,187,30510303,3,187,3.5,77.48,10437
10438,32.825,3.311003089,305103,4,305,3051,25,5,12858,16276,0,95,1063,1064,116,2,545,508,79,113,0,4,7,77.48,22.68,6.12,478033,368008,6,16,0,568008,4,4,6,22,196,493,305,187,30510303,3,187,3.5,77.48,10438
10439,32.775,3.361003089,305103,4,305,3051,25,5,12858,16276,0,95,1063,1064,116,2,545,508,79,113,0,4,7,77.48,22.68,6.12,478033,368008,6,16,0,568008,4,4,6,22,196,493,305,187,30510303,3,187,3.5,77.48,10439
10440,32.825,3.361003089,305103,4,305,3051,25,5,12858,16276,0,95,1063,1064,116,2,545,508,79,113,0,4,7,77.48,22.68,6.12,478033,368008,6,16,0,568008,4,4,6,22,196,493,305,187,30510303,3,187,3.5,77.48,10440
4639,33.475,3.561003089,305110,4,305,3051,52,5,22469,28443,0,81,615,616,1191,2,60,51,79,113,3,4,7,77.44,35.06,1.07,554449,393366,6,16,19,593366,4,4,6,48,149,302,305,142,30511006,3,142,16,77.44,4639
4640,33.525,3.561003089,305110,4,305,3051,52,5,22469,28443,0,81,615,616,1191,2,60,51,79,113,3,4,7,77.44,35.06,1.07,554449,393366,6,16,19,593366,4,4,6,48,149,302,305,142,30511006,3,142,16,77.44,4640
4681,33.425,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,883,884,1161,2,238,825,79,113,0,4,7,77.44,14.46,3.12,551814,376772,1,10,19,576772,4,4,6,48,117,423,305,111,30511004,3,111,3.5,77.44,4681
4682,33.475,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,883,884,1161,2,238,825,79,113,0,4,7,77.44,14.46,3.12,551814,376772,1,10,19,576772,4,4,6,48,117,423,305,111,30511004,3,111,3.5,77.44,4682
4683,33.475,3.361003089,305110,4,305,3051,52,5,22469,28443,0,81,883,884,1161,2,238,825,79,113,0,4,7,77.44,14.46,3.12,551814,376772,1,10,19,576772,4,4,6,48,117,423,305,111,30511004,3,111,3.5,77.44,4683
6,33.125,3.211003089,305106,4,305,3051,28,5,13027,16490,0,76,1537,1538,551,2,201,207,8,115,0,16,7,76,22.46,0.8,514722,351724,6,10,20,551724,4,4,6,25,82,601,305,77,30510601,3,77,3.5,76,6
7,33.125,3.161003089,305106,4,305,3051,28,5,13027,16490,0,76,1537,1538,551,2,201,207,8,115,0,16,7,76,22.46,0.8,514722,351724,6,10,20,551724,4,4,6,25,82,601,305,77,30510601,3,77,3.5,76,7
8,33.175,3.161003089,312210,9,312,3122,74,0,19953,26599,0,28,1537,1538,551,2,201,207,8,115,0,16,7,76,22.46,0.8,514722,351724,6,10,20,551724,4,4,6,25,82,601,305,77,30510601,3,77,3.5,76,8
41,33.125,3.211003089,305106,4,305,3051,28,5,13027,16490,0,76,1542,1543,587,2,722,761,8,115,0,4,7,76,20.72,0.75,510740,354708,6,10,20,554708,4,4,6,25,82,601,305,77,30510601,3,77,3.5,76,41
42,33.075,3.211003089,305106,4,305,3051,28,5,13027,16490,0,76,1542,1543,587,2,722,761,8,115,0,4,7,76,20.72,0.75,510740,354708,6,10,20,554708,4,4,6,25,82,601,305,77,30510601,3,77,16,76,42
186,33.075,3.261003089,305106,4,305,3051,28,5,13027,16490,0,76,1269,1270,598,2,393,382,8,117,0,4,7,76,34.34,0.6,507371,365795,6,16,6,565795,4,4,6,45,15,538,305,13,30510901,3,13,3.5,76,186
187,33.075,3.311003089,305109,4,305,3051,49,5,16570,20975,0,79,1269,1270,598,2,393,382,8,117,0,4,7,76,34.34,0.6,507371,365795,6,16,6,565795,4,4,6,45,15,538,305,13,30510901,3,13,3.5,76,187
188,33.025,3.311003089,305102,4,305,3051,22,5,11666,14767,0,95,1269,1270,598,2,393,382,8,117,0,4,7,76,34.34,0.6,507371,365795,6,16,6,565795,4,4,6,45,15,538,305,13,30510901,3,13,3.5,76,188
396,33.175,3.311003089,305109,4,305,3051,49,5,16570,20975,0,79,1237,1238,1080,2,484,462,8,115,0,4,7,76,33.65,0.73,3.317333,33.19613,5,15,20,566671,4,4,6,45,205,530,305,196,30510903,3,196,3.5,76,396
397,33.225,3.311003089,305109,4,305,3051,49,5,16570,20975,0,79,1237,1238,1080,2,484,462,8,115,0,4,7,76,33.65,0.73,3.317333,33.19613,5,15,20,566671,4,4,6,45,205,530,305,196,30510903,3,196,16,76,397
398,33.175,3.361003089,305108,4,305,3051,43,5,14103,17852,0,77,1237,1238,1080,2,484,462,8,115,0,4,7,76,33.65,0.73,3.317333,33.19613,5,15,20,566671,4,4,6,45,205,530,305,196,30510903,3,196,3.5,76,398
35,33.125,3.211003089,305106,4,305,3051,28,5,13027,16490,0,76,1532,1533,576,2,384,991,48,114,0,4,7,75.82,24.07,0.6,509946,352316,6,10,2,552316,4,4,6,25,94,596,305,89,30510602,3,89,3.5,75.82,35
36,33.075,3.161003089,305106,4,305,3051,28,5,13027,16490,0,76,1532,1533,576,2,384,991,48,114,0,4,7,75.82,24.07,0.6,509946,352316,6,10,2,552316,4,4,6,25,94,596,305,89,30510602,3,89,16,75.82,36
37,33.125,3.161003089,305106,4,305,3051,28,5,13027,16490,0,76,1532,1533,576,2,384,991,48,114,0,4,7,75.82,24.07,0.6,509946,352316,6,10,2,552316,4,4,6,25,94,596,305,89,30510602,3,89,3.5,75.82,37
38,33.075,3.211003089,305106,4,305,3051,28,5,13027,16490,0,76,1532,1533,576,2,384,991,48,114,0,4,7,75.82,24.07,0.6,509946,352316,6,10,2,552316,4,4,6,25,94,596,305,89,30510602,3,89,16,75.82,38
4169,32.725,3.611003089,305202,4,305,3052,37,13,20038,25365,0,95,569,570,673,3,881,869,31,116,0,4,7,75,10.05,3,467658,403854,6,16,18,603854,14,4,12,35,111,291,305,106,30520202,3,106,3.5,75,4169
4170,32.675,3.661003089,305202,4,305,3052,37,13,20038,25365,0,95,569,570,673,3,881,869,31,116,0,4,7,75,10.05,3,467658,403854,6,16,18,603854,14,4,12,35,111,291,305,106,30520202,3,106,3.5,75,4170
4171,32.725,3.661003089,305202,4,305,3052,37,13,20038,25365,0,95,569,570,673,3,881,869,31,116,0,4,7,75,10.05,3,467658,403854,6,16,18,603854,14,4,12,35,111,291,305,106,30520202,3,106,3.5,75,4171
4234,32.925,3.611003089,305209,4,305,3052,66,13,9954,12600,0,83,618,619,20,3,134,110,31,117,0,4,7,75,25.66,0.7,496267,399140,6,16,17,599140,14,4,12,61,230,307,305,221,30520903,3,221,3.5,75,4234
4235,32.975,3.611003089,305209,4,305,3052,66,13,9954,12600,0,83,618,619,20,3,134,110,31,117,0,4,7,75,25.66,0.7,496267,399140,6,16,17,599140,14,4,12,61,230,307,305,221,30520903,3,221,3.5,75,4235
4669,33.425,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,548,549,1124,2,788,514,1,70,0,1,7,75,45,,547667,376262,6,16,0,576262,4,4,6,48,76,289,305,71,30511003,3,71,3.5,75,4669
4670,33.475,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,548,549,1124,2,788,514,1,70,0,1,7,75,45,,547667,376262,6,16,0,576262,4,4,6,48,76,289,305,71,30511003,3,71,3.5,75,4670
4671,33.425,3.361003089,305110,4,305,3051,52,5,22469,28443,0,81,548,549,1124,2,788,514,1,70,0,1,7,75,45,,547667,376262,6,16,0,576262,4,4,6,48,76,289,305,71,30511003,3,71,3.5,75,4671
4067,32.675,3.611003089,305202,4,305,3052,37,13,20038,25365,0,95,719,720,781,3,340,347,59,114,0,4,7,73.48,99999,99999,468125,396848,0,0,3,596848,14,4,12,35,236,344,305,227,30520209,3,227,3.5,73.48,4067
4068,32.725,3.611003089,305202,4,305,3052,37,13,20038,25365,0,95,719,720,781,3,340,347,59,114,0,4,7,73.48,99999,99999,468125,396848,0,0,3,596848,14,4,12,35,236,344,305,227,30520209,3,227,3.5,73.48,4068
4069,32.675,3.561003089,305202,4,305,3052,37,13,20038,25365,0,95,719,720,781,3,340,347,59,114,0,4,7,73.48,99999,99999,468125,396848,0,0,3,596848,14,4,12,35,236,344,305,227,30520209,3,227,16,73.48,4069
4070,32.725,3.561003089,305202,4,305,3052,37,13,20038,25365,0,95,719,720,781,3,340,347,59,114,0,4,7,73.48,99999,99999,468125,396848,0,0,3,596848,14,4,12,35,236,344,305,227,30520209,3,227,16,73.48,4070
4708,33.475,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,877,878,1155,2,223,535,59,114,0,4,7,73.35,25.83,5,552643,376023,6,10,3,576023,4,4,6,48,117,423,305,111,30511004,3,111,3.5,73.35,4708
4709,33.475,3.361003089,305110,4,305,3051,52,5,22469,28443,0,81,877,878,1155,2,223,535,59,114,0,4,7,73.35,25.83,5,552643,376023,6,10,3,576023,4,4,6,48,117,423,305,111,30511004,3,111,3.5,73.35,4709
