,X,Y,S_02_ID_x,DNAME_2002,D_02_ID_x,C_02_ID_x,SNAME_2002_x,CNAME_2002_x,2002_CENSU,PROJ_POP_J,Urban,Cvrg2008,FID_1,FID_1_1,SN,DISTRICT,VILLAGE,SOURCE_NAM,FUND_AGENC,YEAR_CONST,SOURCE_TYP,OWNER_TYPE,STATUS,DEPTH,SWL,YIELD,RECEIVED_N,RECEIVED_E,WSSC__EXIS,WSSC_TRAIN,CONTRACTOR,Y_UTM200,DNAME_2010,DNAME_2006,CNAME_2006,SNAME_2006,PNAME_2006,FID_2,D_02_ID_y,PNAME_2002,P_02_ID,YPE,LABEL_P,DTW,DEPTH_clean,uid
8592,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3386,3875,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501350,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8592
8593,32.375,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3386,3875,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501350,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8593
8594,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3386,3875,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501350,3,3,15,21,104,879,304,99,30450205,3,99,16,,8594
8595,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3386,3875,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501350,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8595
8596,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3382,3868,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501380,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8596
8597,32.375,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3382,3868,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501380,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8597
8598,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3382,3868,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501380,3,3,15,21,104,879,304,99,30450205,3,99,16,,8598
8599,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3382,3868,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501380,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8599
8600,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3384,3873,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501554,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8600
8601,32.375,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3384,3873,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501554,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8601
8602,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3384,3873,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501554,3,3,15,21,104,879,304,99,30450205,3,99,16,,8602
8603,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3384,3873,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,501554,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8603
8604,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3380,3009,239,1,135,111,92,117,5,4,7,,,,0,0,1,1,0,503783,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8604
8605,32.375,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3380,3009,239,1,135,111,92,117,5,4,7,,,,0,0,1,1,0,503783,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8605
8606,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3380,3009,239,1,135,111,92,117,5,4,7,,,,0,0,1,1,0,503783,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8606
8607,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3515,3074,829,1,824,971,46,116,7,4,1,,,,0,0,1,1,0,503950,3,3,9,66,255,894,304,246,30420403,3,246,3.5,,8607
8608,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3515,3074,829,1,824,971,46,116,7,4,1,,,,0,0,1,1,0,503950,3,3,9,66,255,894,304,246,30420403,3,246,16,,8608
8609,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3378,3007,206,1,474,805,46,110,2,8,1,,,,0,0,1,1,0,504208,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8609
8610,32.375,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3378,3007,206,1,474,805,46,110,2,8,1,,,,0,0,1,1,0,504208,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8610
8611,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3378,3007,206,1,474,805,46,110,2,8,1,,,,0,0,1,1,0,504208,3,3,15,21,104,879,304,99,30450205,3,99,16,,8611
8612,32.325,2.761003089,304204,3,304,3042,71,9,0,0,1,0,3377,3006,205,1,474,450,92,117,5,4,7,,,,0,0,1,1,0,504499,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8612
8613,32.375,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3377,3006,205,1,474,450,92,117,5,4,7,,,,0,0,1,1,0,504499,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8613
8614,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3377,3006,205,1,474,450,92,117,5,4,7,,,,0,0,1,1,0,504499,3,3,15,21,104,879,304,99,30450205,3,99,16,,8614
8615,32.375,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3388,3881,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,500969,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8615
8616,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3388,3881,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,500969,3,3,15,21,104,879,304,99,30450205,3,99,16,,8616
8617,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3388,3881,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,500969,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8617
8618,32.375,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3383,3872,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,500982,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8618
8619,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3383,3872,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,500982,3,3,15,21,104,879,304,99,30450205,3,99,16,,8619
8620,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3383,3872,0,1,634,1,1,1,0,1,7,,,,0,0,1,1,0,500982,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8620
8621,32.375,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3392,3891,0,1,634,1,1,1,8,1,7,,,,0,0,1,1,0,501107,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8621
8622,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3392,3891,0,1,634,1,1,1,8,1,7,,,,0,0,1,1,0,501107,3,3,15,21,104,879,304,99,30450205,3,99,16,,8622
8623,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3392,3891,0,1,634,1,1,1,8,1,7,,,,0,0,1,1,0,501107,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8623
8624,32.375,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3391,3888,0,1,400,1,1,1,6,1,7,,,,0,0,1,1,0,503202,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8624
8625,32.425,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3391,3888,0,1,400,1,1,1,6,1,7,,,,0,0,1,1,0,503202,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8625
8626,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3391,3888,0,1,400,1,1,1,6,1,7,,,,0,0,1,1,0,503202,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8626
8627,32.425,2.711003089,304504,3,304,3045,31,15,18316,21640,0,77,3391,3888,0,1,400,1,1,1,6,1,7,,,,0,0,1,1,0,503202,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8627
8628,32.375,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3381,3867,0,1,400,1,1,1,0,1,7,,,,0,0,1,1,0,503604,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8628
8629,32.425,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3381,3867,0,1,400,1,1,1,0,1,7,,,,0,0,1,1,0,503604,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8629
8630,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3381,3867,0,1,400,1,1,1,0,1,7,,,,0,0,1,1,0,503604,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8630
8631,32.425,2.711003089,304504,3,304,3045,31,15,18316,21640,0,77,3381,3867,0,1,400,1,1,1,0,1,7,,,,0,0,1,1,0,503604,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8631
8632,32.375,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3390,3887,0,1,741,1,1,1,6,1,7,,,,0,0,1,1,0,504134,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8632
8633,32.425,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3390,3887,0,1,741,1,1,1,6,1,7,,,,0,0,1,1,0,504134,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8633
8634,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3390,3887,0,1,741,1,1,1,6,1,7,,,,0,0,1,1,0,504134,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8634
8635,32.425,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3745,3186,227,1,479,455,46,117,7,4,7,,,,0,0,1,1,0,500905,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8635
8636,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3745,3186,227,1,479,455,46,117,7,4,7,,,,0,0,1,1,0,500905,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8636
8637,32.425,2.711003089,304504,3,304,3045,31,15,18316,21640,0,77,3745,3186,227,1,479,455,46,117,7,4,7,,,,0,0,1,1,0,500905,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8637
8638,32.425,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3219,2882,234,1,448,431,46,92,2,4,7,,,,0,0,1,1,0,504852,3,3,15,21,103,871,304,98,30450204,3,98,3.5,,8638
8639,32.475,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3219,2882,234,1,448,431,46,92,2,4,7,,,,0,0,1,1,0,504852,3,3,15,21,103,871,304,98,30450204,3,98,3.5,,8639
8640,32.425,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3379,3008,225,1,1,974,92,117,5,4,7,,,,0,0,1,1,0,500891,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8640
8641,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3379,3008,225,1,1,974,92,117,5,4,7,,,,0,0,1,1,0,500891,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8641
8642,32.425,2.711003089,304504,3,304,3045,31,15,18316,21640,0,77,3379,3008,225,1,1,974,92,117,5,4,7,,,,0,0,1,1,0,500891,3,3,15,21,104,879,304,99,30450205,3,99,3.5,,8642
8643,32.475,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3146,3974,0,1,294,1,1,1,6,1,7,,,,0,0,1,1,0,503315,3,3,15,28,127,857,304,121,30450404,3,121,3.5,,8643
8644,32.525,2.761003089,304504,3,304,3045,31,15,18316,21640,0,77,3146,3974,0,1,294,1,1,1,6,1,7,,,,0,0,1,1,0,503315,3,3,15,28,127,857,304,121,30450404,3,121,16,,8644
8645,32.475,2.711003089,304504,3,304,3045,31,15,18316,21640,0,77,3146,3974,0,1,294,1,1,1,6,1,7,,,,0,0,1,1,0,503315,3,3,15,28,127,857,304,121,30450404,3,121,16,,8645
8646,32.525,2.711003089,304504,3,304,3045,31,15,18316,21640,0,77,3146,3974,0,1,294,1,1,1,6,1,7,,,,0,0,1,1,0,503315,3,3,15,28,127,857,304,121,30450404,3,121,16,,8646
8647,32.475,2.761003089,304502,3,304,3045,24,15,18151,21445,0,95,3142,3962,0,1,292,1,1,1,0,1,7,,,,0,0,1,1,0,504267,3,3,15,28,127,857,304,121,30450404,3,121,3.5,,8647
8648,32.525,2.761003089,304504,3,304,3045,31,15,18316,21640,0,77,3142,3962,0,1,292,1,1,1,0,1,7,,,,0,0,1,1,0,504267,3,3,15,28,127,857,304,121,30450404,3,121,16,,8648
8649,32.475,2.711003089,304504,3,304,3045,31,15,18316,21640,0,77,3142,3962,0,1,292,1,1,1,0,1,7,,,,0,0,1,1,0,504267,3,3,15,28,127,857,304,121,30450404,3,121,16,,8649
8650,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3809,3242,221,1,494,471,46,109,7,4,11,,,,0,0,1,1,0,494545,3,3,15,21,86,923,304,81,30450203,3,81,16,,8650
8651,32.325,2.661003089,304502,3,304,3045,24,15,18151,21445,0,95,3809,3242,221,1,494,471,46,109,7,4,11,,,,0,0,1,1,0,494545,3,3,15,21,86,923,304,81,30450203,3,81,3.5,,8651
8652,32.375,2.661003089,304503,3,304,3045,30,15,13388,15817,0,95,3809,3242,221,1,494,471,46,109,7,4,11,,,,0,0,1,1,0,494545,3,3,15,21,86,923,304,81,30450203,3,81,3.5,,8652
8653,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3808,3241,219,1,709,265,46,109,2,4,7,,,,0,0,1,1,0,494701,3,3,15,21,86,923,304,81,30450203,3,81,16,,8653
8654,32.325,2.661003089,304502,3,304,3045,24,15,18151,21445,0,95,3808,3241,219,1,709,265,46,109,2,4,7,,,,0,0,1,1,0,494701,3,3,15,21,86,923,304,81,30450203,3,81,3.5,,8654
8655,32.375,2.661003089,304503,3,304,3045,30,15,13388,15817,0,95,3808,3241,219,1,709,265,46,109,2,4,7,,,,0,0,1,1,0,494701,3,3,15,21,86,923,304,81,30450203,3,81,3.5,,8655
8656,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3752,3958,0,1,30,1,1,1,0,1,7,,,,0,0,1,1,0,497245,3,3,15,21,58,917,304,55,30450202,3,55,16,,8656
8657,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3752,3958,0,1,30,1,1,1,0,1,7,,,,0,0,1,1,0,497245,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8657
8658,32.325,2.661003089,304502,3,304,3045,24,15,18151,21445,0,95,3752,3958,0,1,30,1,1,1,0,1,7,,,,0,0,1,1,0,497245,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8658
8659,32.375,2.661003089,304503,3,304,3045,30,15,13388,15817,0,95,3752,3958,0,1,30,1,1,1,0,1,7,,,,0,0,1,1,0,497245,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8659
8660,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3746,3877,0,1,16,1,1,1,0,1,7,,,,0,0,1,1,0,498084,3,3,15,21,58,917,304,55,30450202,3,55,16,,8660
8661,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3746,3877,0,1,16,1,1,1,0,1,7,,,,0,0,1,1,0,498084,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8661
8662,32.375,2.661003089,304503,3,304,3045,30,15,13388,15817,0,95,3746,3877,0,1,16,1,1,1,0,1,7,,,,0,0,1,1,0,498084,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8662
8663,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3747,3878,0,1,16,1,1,1,0,1,7,,,,0,0,1,1,0,498155,3,3,15,21,58,917,304,55,30450202,3,55,16,,8663
8664,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3747,3878,0,1,16,1,1,1,0,1,7,,,,0,0,1,1,0,498155,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8664
8665,32.375,2.661003089,304503,3,304,3045,30,15,13388,15817,0,95,3747,3878,0,1,16,1,1,1,0,1,7,,,,0,0,1,1,0,498155,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8665
8666,32.325,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3750,3892,0,1,16,1,1,1,8,1,7,,,,0,0,1,1,0,498454,3,3,15,21,58,917,304,55,30450202,3,55,16,,8666
8667,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3750,3892,0,1,16,1,1,1,8,1,7,,,,0,0,1,1,0,498454,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8667
8668,32.375,2.661003089,304503,3,304,3045,30,15,13388,15817,0,95,3750,3892,0,1,16,1,1,1,8,1,7,,,,0,0,1,1,0,498454,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8668
8669,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3135,3926,0,1,583,1,1,1,6,1,7,,,,0,0,1,1,0,497507,3,3,15,28,127,857,304,121,30450404,3,121,3.5,,8669
8670,32.425,2.711003089,304504,3,304,3045,31,15,18316,21640,0,77,3135,3926,0,1,583,1,1,1,6,1,7,,,,0,0,1,1,0,497507,3,3,15,28,127,857,304,121,30450404,3,121,3.5,,8670
8671,32.425,2.661003089,304503,3,304,3045,30,15,13388,15817,0,95,3135,3926,0,1,583,1,1,1,6,1,7,,,,0,0,1,1,0,497507,3,3,15,28,127,857,304,121,30450404,3,121,16,,8671
8672,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3937,4326,0,1,549,1,1,1,0,1,7,,,,0,0,1,1,0,495547,3,3,15,27,122,936,304,116,30450302,3,116,3.5,,8672
8673,32.325,2.661003089,304502,3,304,3045,24,15,18151,21445,0,95,3937,4326,0,1,549,1,1,1,0,1,7,,,,0,0,1,1,0,495547,3,3,15,27,122,936,304,116,30450302,3,116,3.5,,8673
8674,32.375,2.661003089,304503,3,304,3045,30,15,13388,15817,0,95,3937,4326,0,1,549,1,1,1,0,1,7,,,,0,0,1,1,0,495547,3,3,15,27,122,936,304,116,30450302,3,116,3.5,,8674
8675,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3751,3919,0,1,582,1,1,1,0,1,7,,,,0,0,1,1,0,498185,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8675
8676,32.425,2.711003089,304504,3,304,3045,31,15,18316,21640,0,77,3751,3919,0,1,582,1,1,1,0,1,7,,,,0,0,1,1,0,498185,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8676
8677,32.425,2.661003089,304503,3,304,3045,30,15,13388,15817,0,95,3751,3919,0,1,582,1,1,1,0,1,7,,,,0,0,1,1,0,498185,3,3,15,21,58,917,304,55,30450202,3,55,16,,8677
8678,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3749,3890,0,1,16,1,1,1,6,1,7,,,,0,0,1,1,0,498581,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8678
8679,32.425,2.711003089,304504,3,304,3045,31,15,18316,21640,0,77,3749,3890,0,1,16,1,1,1,6,1,7,,,,0,0,1,1,0,498581,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8679
8680,32.425,2.661003089,304503,3,304,3045,30,15,13388,15817,0,95,3749,3890,0,1,16,1,1,1,6,1,7,,,,0,0,1,1,0,498581,3,3,15,21,58,917,304,55,30450202,3,55,16,,8680
8681,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3748,3884,0,1,432,1,1,1,0,1,7,,,,0,0,1,1,0,499225,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8681
8682,32.425,2.711003089,304504,3,304,3045,31,15,18316,21640,0,77,3748,3884,0,1,432,1,1,1,0,1,7,,,,0,0,1,1,0,499225,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8682
8683,32.425,2.661003089,304503,3,304,3045,30,15,13388,15817,0,95,3748,3884,0,1,432,1,1,1,0,1,7,,,,0,0,1,1,0,499225,3,3,15,21,58,917,304,55,30450202,3,55,16,,8683
8684,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3743,3184,207,1,432,964,5,89,5,4,1,,,,0,0,1,1,0,499301,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8684
8685,32.425,2.711003089,304504,3,304,3045,31,15,18316,21640,0,77,3743,3184,207,1,432,964,5,89,5,4,1,,,,0,0,1,1,0,499301,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8685
8686,32.425,2.661003089,304503,3,304,3045,30,15,13388,15817,0,95,3743,3184,207,1,432,964,5,89,5,4,1,,,,0,0,1,1,0,499301,3,3,15,21,58,917,304,55,30450202,3,55,16,,8686
8687,32.375,2.711003089,304502,3,304,3045,24,15,18151,21445,0,95,3744,3185,208,1,432,960,28,117,5,4,7,,,,0,0,1,1,0,499301,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8687
8688,32.425,2.711003089,304504,3,304,3045,31,15,18316,21640,0,77,3744,3185,208,1,432,960,28,117,5,4,7,,,,0,0,1,1,0,499301,3,3,15,21,58,917,304,55,30450202,3,55,3.5,,8688
8689,32.425,2.661003089,304503,3,304,3045,30,15,13388,15817,0,95,3744,3185,208,1,432,960,28,117,5,4,7,,,,0,0,1,1,0,499301,3,3,15,21,58,917,304,55,30450202,3,55,16,,8689
8690,32.325,2.661003089,304502,3,304,3045,24,15,18151,21445,0,95,3989,3755,0,1,276,1,1,1,0,1,7,,,,0,0,1,1,0,488926,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8690
8691,32.325,2.611003089,304501,3,304,3045,14,15,16720,19754,0,95,3989,3755,0,1,276,1,1,1,0,1,7,,,,0,0,1,1,0,488926,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8691
8692,32.375,2.611003089,304503,3,304,3045,30,15,13388,15817,0,95,3989,3755,0,1,276,1,1,1,0,1,7,,,,0,0,1,1,0,488926,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8692
8693,32.325,2.661003089,304502,3,304,3045,24,15,18151,21445,0,95,3984,3750,0,1,783,1,1,1,0,1,7,,,,0,0,1,1,0,489031,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8693
8694,32.325,2.611003089,304501,3,304,3045,14,15,16720,19754,0,95,3984,3750,0,1,783,1,1,1,0,1,7,,,,0,0,1,1,0,489031,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8694
8695,32.375,2.611003089,304503,3,304,3045,30,15,13388,15817,0,95,3984,3750,0,1,783,1,1,1,0,1,7,,,,0,0,1,1,0,489031,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8695
8696,32.325,2.661003089,304502,3,304,3045,24,15,18151,21445,0,95,3997,4330,0,1,1,1,1,1,0,1,7,,,,0,0,1,1,0,489183,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8696
8697,32.325,2.611003089,304501,3,304,3045,14,15,16720,19754,0,95,3997,4330,0,1,1,1,1,1,0,1,7,,,,0,0,1,1,0,489183,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8697
8698,32.375,2.611003089,304503,3,304,3045,30,15,13388,15817,0,95,3997,4330,0,1,1,1,1,1,0,1,7,,,,0,0,1,1,0,489183,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8698
8699,32.325,2.661003089,304502,3,304,3045,24,15,18151,21445,0,95,3993,3792,0,1,784,1,1,1,8,1,7,,,,0,0,1,1,0,489211,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8699
8700,32.275,2.611003089,304501,3,304,3045,14,15,16720,19754,0,95,3993,3792,0,1,784,1,1,1,8,1,7,,,,0,0,1,1,0,489211,3,3,15,13,202,957,304,193,30450103,3,193,16,,8700
8701,32.325,2.611003089,304501,3,304,3045,14,15,16720,19754,0,95,3993,3792,0,1,784,1,1,1,8,1,7,,,,0,0,1,1,0,489211,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8701
8702,32.325,2.661003089,304502,3,304,3045,24,15,18151,21445,0,95,3986,3752,0,1,783,1,1,1,0,1,7,,,,0,0,1,1,0,489347,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8702
8703,32.325,2.611003089,304501,3,304,3045,14,15,16720,19754,0,95,3986,3752,0,1,783,1,1,1,0,1,7,,,,0,0,1,1,0,489347,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8703
8704,32.375,2.611003089,304503,3,304,3045,30,15,13388,15817,0,95,3986,3752,0,1,783,1,1,1,0,1,7,,,,0,0,1,1,0,489347,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8704
8705,32.325,2.661003089,304502,3,304,3045,24,15,18151,21445,0,95,3985,3751,0,1,783,1,1,1,0,1,7,,,,0,0,1,1,0,489508,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8705
8706,32.325,2.611003089,304501,3,304,3045,14,15,16720,19754,0,95,3985,3751,0,1,783,1,1,1,0,1,7,,,,0,0,1,1,0,489508,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8706
8707,32.375,2.611003089,304503,3,304,3045,30,15,13388,15817,0,95,3985,3751,0,1,783,1,1,1,0,1,7,,,,0,0,1,1,0,489508,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8707
8708,32.325,2.661003089,304502,3,304,3045,24,15,18151,21445,0,95,3990,3773,0,1,783,1,1,1,4,1,7,,,,0,0,1,1,0,489618,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8708
8709,32.325,2.611003089,304501,3,304,3045,14,15,16720,19754,0,95,3990,3773,0,1,783,1,1,1,4,1,7,,,,0,0,1,1,0,489618,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8709
8710,32.375,2.611003089,304503,3,304,3045,30,15,13388,15817,0,95,3990,3773,0,1,783,1,1,1,4,1,7,,,,0,0,1,1,0,489618,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8710
8711,32.325,2.661003089,304502,3,304,3045,24,15,18151,21445,0,95,3992,3791,0,1,783,1,1,1,8,1,7,,,,0,0,1,1,0,489668,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8711
8712,32.325,2.611003089,304501,3,304,3045,14,15,16720,19754,0,95,3992,3791,0,1,783,1,1,1,8,1,7,,,,0,0,1,1,0,489668,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8712
8713,32.375,2.611003089,304503,3,304,3045,30,15,13388,15817,0,95,3992,3791,0,1,783,1,1,1,8,1,7,,,,0,0,1,1,0,489668,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8713
8714,32.325,2.661003089,304502,3,304,3045,24,15,18151,21445,0,95,3991,3782,0,1,783,1,1,1,8,1,7,,,,0,0,1,1,0,489696,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8714
8715,32.325,2.611003089,304501,3,304,3045,14,15,16720,19754,0,95,3991,3782,0,1,783,1,1,1,8,1,7,,,,0,0,1,1,0,489696,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8715
8716,32.375,2.611003089,304503,3,304,3045,30,15,13388,15817,0,95,3991,3782,0,1,783,1,1,1,8,1,7,,,,0,0,1,1,0,489696,3,3,15,13,202,957,304,193,30450103,3,193,3.5,,8716
